DataName,SchoolName1,SchoolName2,NumSHSATTestTakers,NumSpecializedOffers,OffersPerStudent,PctBlackOrHispanic,Adjusted Grade,New?,Other Location Code in LCGMS,School Name,SED Code,District,Latitude,Longitude,Address (Full),City,Zip,Grades,Grade Low,Grade High,Community School?,Economic Need Index,School Income Estimate,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent Black / Hispanic,Percent White,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction %,Rigorous Instruction Rating,Collaborative Teachers %,Collaborative Teachers Rating,Supportive Environment %,Supportive Environment Rating,Effective School Leadership %,Effective School Leadership Rating,Strong Family-Community Ties %,Strong Family-Community Ties Rating,Trust %,Trust Rating,Student Achievement Rating,Average ELA Proficiency,Average Math Proficiency,Grade 3 ELA - All Students Tested,Grade 3 ELA 4s - All Students,Grade 3 ELA 4s - American Indian or Alaska Native,Grade 3 ELA 4s - Black or African American,Grade 3 ELA 4s - Hispanic or Latino,Grade 3 ELA 4s - Asian or Pacific Islander,Grade 3 ELA 4s - White,Grade 3 ELA 4s - Multiracial,Grade 3 ELA 4s - Limited English Proficient,Grade 3 ELA 4s - Economically Disadvantaged,Grade 3 Math - All Students tested,Grade 3 Math 4s - All Students,Grade 3 Math 4s - American Indian or Alaska Native,Grade 3 Math 4s - Black or African American,Grade 3 Math 4s - Hispanic or Latino,Grade 3 Math 4s - Asian or Pacific Islander,Grade 3 Math 4s - White,Grade 3 Math 4s - Multiracial,Grade 3 Math 4s - Limited English Proficient,Grade 3 Math 4s - Economically Disadvantaged,Grade 4 ELA - All Students Tested,Grade 4 ELA 4s - All Students,Grade 4 ELA 4s - American Indian or Alaska Native,Grade 4 ELA 4s - Black or African American,Grade 4 ELA 4s - Hispanic or Latino,Grade 4 ELA 4s - Asian or Pacific Islander,Grade 4 ELA 4s - White,Grade 4 ELA 4s - Multiracial,Grade 4 ELA 4s - Limited English Proficient,Grade 4 ELA 4s - Economically Disadvantaged,Grade 4 Math - All Students Tested,Grade 4 Math 4s - All Students,Grade 4 Math 4s - American Indian or Alaska Native,Grade 4 Math 4s - Black or African American,Grade 4 Math 4s - Hispanic or Latino,Grade 4 Math 4s - Asian or Pacific Islander,Grade 4 Math 4s - White,Grade 4 Math 4s - Multiracial,Grade 4 Math 4s - Limited English Proficient,Grade 4 Math 4s - Economically Disadvantaged,Grade 5 ELA - All Students Tested,Grade 5 ELA 4s - All Students,Grade 5 ELA 4s - American Indian or Alaska Native,Grade 5 ELA 4s - Black or African American,Grade 5 ELA 4s - Hispanic or Latino,Grade 5 ELA 4s - Asian or Pacific Islander,Grade 5 ELA 4s - White,Grade 5 ELA 4s - Multiracial,Grade 5 ELA 4s - Limited English Proficient,Grade 5 ELA 4s - Economically Disadvantaged,Grade 5 Math - All Students Tested,Grade 5 Math 4s - All Students,Grade 5 Math 4s - American Indian or Alaska Native,Grade 5 Math 4s - Black or African American,Grade 5 Math 4s - Hispanic or Latino,Grade 5 Math 4s - Asian or Pacific Islander,Grade 5 Math 4s - White,Grade 5 Math 4s - Multiracial,Grade 5 Math 4s - Limited English Proficient,Grade 5 Math 4s - Economically Disadvantaged,Grade 6 ELA - All Students Tested,Grade 6 ELA 4s - All Students,Grade 6 ELA 4s - American Indian or Alaska Native,Grade 6 ELA 4s - Black or African American,Grade 6 ELA 4s - Hispanic or Latino,Grade 6 ELA 4s - Asian or Pacific Islander,Grade 6 ELA 4s - White,Grade 6 ELA 4s - Multiracial,Grade 6 ELA 4s - Limited English Proficient,Grade 6 ELA 4s - Economically Disadvantaged,Grade 6 Math - All Students Tested,Grade 6 Math 4s - All Students,Grade 6 Math 4s - American Indian or Alaska Native,Grade 6 Math 4s - Black or African American,Grade 6 Math 4s - Hispanic or Latino,Grade 6 Math 4s - Asian or Pacific Islander,Grade 6 Math 4s - White,Grade 6 Math 4s - Multiracial,Grade 6 Math 4s - Limited English Proficient,Grade 6 Math 4s - Economically Disadvantaged,Grade 7 ELA - All Students Tested,Grade 7 ELA 4s - All Students,Grade 7 ELA 4s - American Indian or Alaska Native,Grade 7 ELA 4s - Black or African American,Grade 7 ELA 4s - Hispanic or Latino,Grade 7 ELA 4s - Asian or Pacific Islander,Grade 7 ELA 4s - White,Grade 7 ELA 4s - Multiracial,Grade 7 ELA 4s - Limited English Proficient,Grade 7 ELA 4s - Economically Disadvantaged,Grade 7 Math - All Students Tested,Grade 7 Math 4s - All Students,Grade 7 Math 4s - American Indian or Alaska Native,Grade 7 Math 4s - Black or African American,Grade 7 Math 4s - Hispanic or Latino,Grade 7 Math 4s - Asian or Pacific Islander,Grade 7 Math 4s - White,Grade 7 Math 4s - Multiracial,Grade 7 Math 4s - Limited English Proficient,Grade 7 Math 4s - Economically Disadvantaged,Grade 8 ELA - All Students Tested,Grade 8 ELA 4s - All Students,Grade 8 ELA 4s - American Indian or Alaska Native,Grade 8 ELA 4s - Black or African American,Grade 8 ELA 4s - Hispanic or Latino,Grade 8 ELA 4s - Asian or Pacific Islander,Grade 8 ELA 4s - White,Grade 8 ELA 4s - Multiracial,Grade 8 ELA 4s - Limited English Proficient,Grade 8 ELA 4s - Economically Disadvantaged,Grade 8 Math - All Students Tested,Grade 8 Math 4s - All Students,Grade 8 Math 4s - American Indian or Alaska Native,Grade 8 Math 4s - Black or African American,Grade 8 Math 4s - Hispanic or Latino,Grade 8 Math 4s - Asian or Pacific Islander,Grade 8 Math 4s - White,Grade 8 Math 4s - Multiracial,Grade 8 Math 4s - Limited English Proficient,Grade 8 Math 4s - Economically Disadvantaged
URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,,Urban Assembly School for Criminal Justice,24,0,0,35%,,,,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,332000011609.0,20.0,40.634787,-73.98163100000001,"4200 16TH AVE BROOKLYN, NY 11204",BROOKLYN,11204.0,"06,07,08,09,10,11,12",06,12,No,0.71,,10%,47%,21%,19%,40%,12%,94%,21%,87%,Meeting Target,89%,Meeting Target,88%,Meeting Target,85%,Meeting Target,73%,Approaching Target,90%,Meeting Target,Meeting Target,2.66,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,58.0,6.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,66.0,9.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,7.0,69.0,10.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,8.0,51.0,10.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,9.0,39.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,,Queens Collegiate: A College Board School,24,0,0,63%,,,,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,342800011310.0,28.0,40.713395,-73.797066,"167-01 GOTHIC DR JAMAICA, NY 11432",JAMAICA,11432.0,"06,07,08,09,10,11,12",06,12,No,0.5489999999999999,,9%,27%,51%,15%,66%,3%,95%,13%,86%,Meeting Target,83%,Approaching Target,83%,Meeting Target,72%,Approaching Target,72%,Approaching Target,84%,Approaching Target,Meeting Target,2.47,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,72.0,18.0,0.0,6.0,2.0,6.0,0.0,0.0,0.0,17.0,81.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,81.0,7.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,7.0,78.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,78.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0
P.S./I.S. 045 HORACE E. GREENE,Public School/Intermediate School 45,The Horace E. Greene School,24,0,0,93%,,,,P.S./I.S. 045 HORACE E. GREENE,333200010045.0,32.0,40.686658,-73.910178,"84 SCHAEFER ST BROOKLYN, NY 11207",BROOKLYN,11207.0,"0K,01,02,03,04,05,06,07,08,SE",0K,08,No,0.8240000000000001,"$37,020.60 ",14%,2%,48%,47%,95%,1%,90%,37%,90%,Approaching Target,89%,Meeting Target,95%,Meeting Target,78%,Meeting Target,85%,Meeting Target,94%,Exceeding Target,Meeting Target,2.4,2.49,89.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,74.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,74.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,83.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,84.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,58.0,9.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,68.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BROWNSVILLE ASCEND CHARTER SCHOOL,,Brownsville Ascend Charter School,24,0,0,97%,,,,BROWNSVILLE ASCEND CHARTER SCHOOL,332300860954.0,23.0,40.668975,-73.917872,"1501 PITKIN AVE BROOKLYN, NY 11212",BROOKLYN,11212.0,"0K,01,02,03,04,05,06,07,08,09,10,11,12",0K,12,No,0.758,"$33,699.66 ",1%,1%,87%,11%,98%,0%,95%,9%,85%,Approaching Target,87%,Meeting Target,86%,Meeting Target,84%,Meeting Target,83%,Approaching Target,92%,Meeting Target,Approaching Target,2.48,2.65,114.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,114.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,7.0,143.0,20.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,11.0,143.0,37.0,0.0,27.0,7.0,0.0,0.0,0.0,0.0,16.0,106.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,106.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,104.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,84.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HARRIET TUBMAN CHARTER SCHOOL,,Harriet Tubman Charter School,24,0,0,98%,,,,HARRIET TUBMAN CHARTER SCHOOL,320900860823.0,9.0,40.832271999999996,-73.905817,"3565 3RD AVE BRONX, NY 10456",BRONX,10456.0,"0K,01,02,03,04,05,06,07,08",0K,08,No,0.825,"$24,172.46 ",11%,0%,68%,31%,98%,1%,94%,24%,93%,Meeting Target,90%,Meeting Target,88%,Meeting Target,88%,Exceeding Target,88%,Meeting Target,93%,Meeting Target,Meeting Target,2.5,2.85,75.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,75.0,41.0,0.0,26.0,15.0,0.0,0.0,0.0,0.0,29.0,74.0,11.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,75.0,18.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,9.0,73.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,67.0,15.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,64.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,64.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,58.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,58.0,9.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,5.0
ICAHN CHARTER SCHOOL,,Icahn Charter School,24,0,0,98%,,,,ICAHN CHARTER SCHOOL,320900860835.0,9.0,40.839176,-73.90498199999999,"1525 BROOK AVE BRONX, NY 10457",BRONX,10457.0,"0K,01,02,03,04,05,06,07,08",0K,08,No,0.7240000000000001,"$26,422.05 ",2%,0%,54%,45%,99%,1%,95%,12%,97%,Exceeding Target,92%,Exceeding Target,89%,Meeting Target,84%,Meeting Target,86%,Meeting Target,94%,Meeting Target,Meeting Target,2.77,3.09,35.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,7.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,34.0,9.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,34.0,9.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,35.0,5.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,35.0,14.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,11.0,32.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,32.0,7.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,34.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,31.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,31.0,7.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,5.0
KAPPA,,Kappa,25,0,0,92%,,,,KAPPA,320900010215.0,9.0,40.833708,-73.903937,"3630 3RD AVE BRONX, NY 10456",BRONX,10456.0,"05,06,07,08",05,08,No,0.8390000000000001,,15%,6%,45%,48%,93%,0%,95%,12%,88%,Meeting Target,86%,Meeting Target,84%,Meeting Target,77%,Approaching Target,75%,Approaching Target,88%,Meeting Target,Meeting Target,2.48,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,8.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,7.0,81.0,11.0,0.0,2.0,7.0,0.0,0.0,0.0,1.0,9.0,62.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,62.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,101.0,10.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,6.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P.S. 089 BRONX,Public School 89,The Bronx School,25,0,0,73%,,,,P.S. 089 BRONX,321100010089.0,11.0,40.862563,-73.859202,"980 MACE AVE BRONX, NY 10469",BRONX,10469.0,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.737,"$42,125.55 ",21%,7%,22%,54%,76%,17%,93%,22%,88%,Meeting Target,85%,Meeting Target,82%,Meeting Target,82%,Meeting Target,78%,Approaching Target,87%,Approaching Target,Meeting Target,2.3,2.29,128.0,10.0,0.0,1.0,4.0,0.0,4.0,0.0,1.0,8.0,124.0,11.0,0.0,0.0,7.0,0.0,4.0,0.0,1.0,7.0,130.0,8.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,5.0,123.0,15.0,0.0,4.0,7.0,0.0,2.0,0.0,0.0,12.0,107.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,102.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,144.0,6.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,4.0,134.0,18.0,0.0,4.0,6.0,2.0,6.0,0.0,1.0,12.0,169.0,7.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,5.0,159.0,6.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,4.0,139.0,7.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0,127.0,7.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0
M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,Middle School 442,The Carroll Gardens School for Innovation,25,0,0,60%,,,,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,331500010442.0,15.0,40.680431,-73.991704,"317 HOYT ST BROOKLYN, NY 11231",BROOKLYN,11231.0,"06,07,08",06,08,No,0.684,,7%,6%,26%,47%,73%,19%,92%,27%,84%,Exceeding Target,90%,Exceeding Target,85%,Meeting Target,83%,Meeting Target,82%,Meeting Target,92%,Meeting Target,Exceeding Target,2.36,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,53.0,15.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,6.0,53.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,55.0,6.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,61.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAWTREE CREEK MIDDLE SCHOOL,,Hawtree Creek Middle School,25,0,0,55%,,,,HAWTREE CREEK MIDDLE SCHOOL,342700010297.0,27.0,40.675063,-73.816692,"121-10 ROCKAWAY BLVD SOUTH OZONE PARK, NY 11420",SOUTH OZONE PARK,11420.0,"06,07,08",06,08,No,0.495,,4%,24%,45%,21%,66%,2%,95%,11%,90%,Exceeding Target,95%,Exceeding Target,95%,Exceeding Target,91%,Exceeding Target,85%,Exceeding Target,97%,Exceeding Target,Meeting Target,2.48,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,7.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,7.0,109.0,8.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,8.0,150.0,13.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,11.0,150.0,5.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,4.0,94.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,95.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,,Achievement First East New York Charter School,25,0,0,97%,,,,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,331900860880.0,19.0,40.663784,-73.893259,"557 PENNSYLVANIA AVE BROOKLYN, NY 11207",BROOKLYN,11207.0,"0K,01,02,03,04,05,06,07,08,09,10,11,12",0K,12,No,0.693,"$35,515.31 ",1%,0%,82%,16%,98%,0%,98%,2%,91%,Meeting Target,91%,Meeting Target,86%,Exceeding Target,84%,Meeting Target,89%,Meeting Target,89%,Meeting Target,Meeting Target,2.69,2.95,94.0,14.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,14.0,94.0,49.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,43.0,88.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,87.0,24.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,20.0,67.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,66.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,8.0,60.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,60.0,20.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,15.0,64.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,64.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,69.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,69.0,20.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0
BUSHWICK ASCEND CHARTER SCHOOL,,Bushwick Ascend Charter School,25,0,0,97%,,,,BUSHWICK ASCEND CHARTER SCHOOL,333200860987.0,32.0,40.693686,-73.90903,"751 KNICKERBOCKER AVE BROOKLYN, NY 11221",BROOKLYN,11221.0,"0K,01,02,03,04,05,06,07,08,09,10,11,12",0K,12,No,0.76,"$40,604.74 ",18%,1%,25%,72%,97%,1%,96%,5%,80%,Approaching Target,68%,Approaching Target,89%,Meeting Target,64%,Approaching Target,83%,Approaching Target,84%,Approaching Target,Approaching Target,2.45,2.71,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,19.0,0.0,2.0,17.0,0.0,0.0,0.0,1.0,17.0,104.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,104.0,21.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,17.0,105.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,105.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,81.0,13.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0,80.0,12.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACADEMY OF ARTS AND LETTERS,,Academy of Arts and Letters,26,0,0,48%,,,,ACADEMY OF ARTS AND LETTERS,331300011492.0,13.0,40.691059,-73.971016,"225 ADELPHI ST BROOKLYN, NY 11205",BROOKLYN,11205.0,"06,07,08",06,08,No,0.363,"$63,016.09 ",1%,7%,39%,17%,57%,31%,95%,10%,94%,Exceeding Target,96%,Exceeding Target,90%,Exceeding Target,92%,Exceeding Target,91%,Exceeding Target,93%,Exceeding Target,Meeting Target,2.82,2.83,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,26.0,10.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,3.0,23.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,46.0,9.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0,46.0,10.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,6.0,58.0,18.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,57.0,12.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P.S./I.S. 113 ANTHONY J. PRANZO,Public School/Intermediate School 113,The Anthony J. Pranzo School,26,0,0,43%,,,,P.S./I.S. 113 ANTHONY J. PRANZO,342400010113.0,24.0,40.705242999999996,-73.861935,"78-23 87TH ST GLENDALE, NY 11385",GLENDALE,11385.0,"0K,01,02,03,04,05,06,07,08",0K,08,No,0.263,"$67,491.07 ",4%,5%,1%,40%,41%,52%,96%,9%,94%,Meeting Target,93%,Meeting Target,92%,Exceeding Target,87%,Meeting Target,80%,Approaching Target,92%,Meeting Target,Meeting Target,2.89,3.13,93.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,94.0,26.0,0.0,0.0,8.0,0.0,18.0,0.0,0.0,12.0,95.0,24.0,0.0,0.0,5.0,0.0,16.0,0.0,0.0,14.0,95.0,32.0,0.0,0.0,4.0,0.0,26.0,0.0,0.0,17.0,107.0,22.0,0.0,0.0,8.0,0.0,10.0,0.0,0.0,16.0,107.0,23.0,0.0,0.0,6.0,0.0,13.0,0.0,0.0,12.0,131.0,22.0,0.0,0.0,12.0,0.0,9.0,0.0,0.0,14.0,133.0,57.0,0.0,0.0,23.0,0.0,30.0,0.0,0.0,40.0,116.0,18.0,0.0,0.0,4.0,0.0,11.0,0.0,0.0,10.0,116.0,21.0,0.0,0.0,5.0,0.0,13.0,0.0,0.0,8.0,110.0,30.0,0.0,0.0,10.0,0.0,19.0,0.0,0.0,16.0,110.0,22.0,0.0,0.0,6.0,0.0,15.0,0.0,0.0,10.0
